speaker,start,stop,duration,country,family,recipient,theme,round,speech_act,utterance,age
child,149203,151465,2262,Germany,G15,b,12,4,a,und da sagen der eisbär,2.6876712328767125
father,152313,153438,1125,Germany,G15,c,12,5,q,was soll er denn sagen,2.6876712328767125
child,153444,156569,3125,Germany,G15,f,12,6,a,hm und schön sieht das essen aus,2.6876712328767125
father,157231,162186,4955,Germany,G15,c,12,7,a,hm schön sieht das essen aus hm jamjamjamjamjam,2.6876712328767125
child,162230,163139,909,Germany,G15,f,12,8,a,der auch,2.6876712328767125
father,163145,164202,1057,Germany,G15,c,12,9,a,lecker fisch,2.6876712328767125
child,164973,165757,784,Germany,G15,f,12,10,a,hier,2.6876712328767125
father,167747,170610,2863,Germany,G15,c,12,11,a,ne bitte nicht drauf bitte wieder auf den teller,2.6876712328767125
mother,172361,174225,1864,Germany,G15,b,12,12,q,ob der gebratenen fisch überhaupt mag,2.6876712328767125
child,175747,178679,2932,Germany,G15,f,12,13,a,??? noch mehr essen auch,2.6876712328767125
father,176059,176866,807,Germany,G15,m,12,14,a,ja,2.6876712328767125
child,184072,186947,2875,Germany,G15,b,12,15,a,noch mehr essen eisbär,2.6876712328767125
child,189864,192171,2307,Germany,G15,b,12,16,a,der eisbär noch was essen,2.6876712328767125
father,192650,195320,2670,Germany,G15,c,12,17,a,??? ich esse,2.6876712328767125
mother,193316,195135,1819,Germany,G15,c,12,18,a,???,2.6876712328767125
father,195825,202678,6853,Germany,G15,c,12,19,a,eine erbse will ich essen...und eine kartoffel von papa,2.6876712328767125
child,206653,208846,2193,Germany,G15,b,12,20,a,und kartoffel von child,2.6876712328767125
father,216129,219129,3000,Germany,G15,c,12,21,a,so jetzt möchte ich sehen wie child ganz viele kartoffeln isst,2.6876712328767125
mother,210604,211740,1136,Germany,G15,c,13,1,i,na iss du mal selber,2.6876712328767125
father,222916,224325,1409,Germany,G15,c,14,1,a,guckt zu der eisbär ne,2.6876712328767125
child,224605,225559,954,Germany,G15,f,14,2,a,hm,2.6876712328767125
child,239311,240675,1364,Germany,G15,f,14,3,i,eisbär guck mal,2.6876712328767125
mother,235729,242866,7137,Germany,G15,f,15,1,a,ich hab grade den zettel wo ich die ganzen sachen die ich bei ikea kaufen wollte nicht gefunden,2.6876712328767125
father,243299,244389,1090,Germany,G15,m,15,2,a,aber der lag hier,2.6876712328767125
mother,244509,248066,3557,Germany,G15,f,15,3,a,ne das war ein anderer,2.6876712328767125
father,246811,247720,909,Germany,G15,m,15,4,a,der lag hier,2.6876712328767125
mother,248694,251126,2432,Germany,G15,f,15,5,a,kann aber sein dass der bei dem stapel da lag,2.6876712328767125
father,256452,259247,2795,Germany,G15,m,15,6,a,??? weil immer auf den Stapel geräumt,2.6876712328767125
child,243591,244409,818,Germany,G15,f,16,1,i,guck mal,2.6876712328767125
mother,256667,257667,1000,Germany,G15,f,17,1,a,aber ich kauf jetzt,2.6876712328767125
mother,259295,262216,2921,Germany,G15,f,17,2,a,ich kauf jetzt aber keine töpfe und sowas alles,2.6876712328767125
father,262248,262726,478,Germany,G15,m,17,3,q,warum nicht,2.6876712328767125
mother,266790,270801,4011,Germany,G15,f,17,4,a,weil wir noch keinen induktionsherd haben,2.6876712328767125
father,272642,273983,1341,Germany,G15,m,17,5,a,wir haben auch kein ???,2.6876712328767125
mother,274728,275478,750,Germany,G15,f,17,6,a,wir haben töpfe,2.6876712328767125
father,276290,277631,1341,Germany,G15,m,17,7,a,aber alles alle kaputt,2.6876712328767125
child,279201,282610,3409,Germany,G15,b,18,1,a,ich will auch ??? essen,2.6876712328767125
father,283249,283726,477,Germany,G15,c,18,2,q,was,2.6876712328767125
child,284502,286127,1625,Germany,G15,b,18,3,a,der eisbär auch,2.6876712328767125
father,286763,287934,1171,Germany,G15,c,18,4,a,nein der ist schon satt,2.6876712328767125
mother,287036,287911,875,Germany,G15,c,18,5,a,der ist jetzt satt,2.6876712328767125
child,288727,289681,954,Germany,G15,b,18,6,q,noch eins,2.6876712328767125
father,289730,290674,944,Germany,G15,c,18,7,a,der ist schon satt,2.6876712328767125
mother,289957,290536,579,Germany,G15,c,18,8,a,mehr nicht,2.6876712328767125
mother,291891,294448,2557,Germany,G15,c,19,1,q,was ist mit dir hast du nur die kartoffeln gegessen,2.6876712328767125
mother,296257,297586,1329,Germany,G15,c,19,2,a,oh ein paar erbsen jetzt,2.6876712328767125
child,297668,300747,3079,Germany,G15,m,19,3,a,hm nein,2.6876712328767125
mother,304182,305034,852,Germany,G15,c,19,4,q,und fischstäbchen,2.6876712328767125
child,307602,310921,3319,Germany,G15,b,19,5,a,oh huihuihui ??? meine ???,2.6876712328767125
father,310682,315928,5246,Germany,G15,c,19,6,a,child gabel oder löffel ... mit dem löffel kann man gut erbsen essen,2.6876712328767125
mother,318968,325332,6364,Germany,G15,f,20,1,a,in der kita ne ich glaube ich habe die ja am am dienstag mittag abgeholt,2.6876712328767125
father,325227,325795,568,Germany,G15,m,20,2,a,hm ja,2.6876712328767125
mother,327102,334932,7830,Germany,G15,f,20,3,a,da gabs auch reis mit erbsen und glaube auch mit fischstäbchen...da sah das aus nach dem essen,2.6876712328767125
father,336121,337110,989,Germany,G15,m,20,4,q,???,2.6876712328767125
mother,338580,339285,705,Germany,G15,f,20,5,a,krass,2.6876712328767125
father,340369,345733,5364,Germany,G15,m,20,6,a,ich war da ja schon ein paar mal dabei ich muss sagen ich geh da ???,2.6876712328767125
mother,348243,359492,11249,Germany,G15,f,20,7,a,und jetzt mit den ganzen kleinen die können ja noch nicht ordentlich mit löffel und gabel essen...und xy saß da noch und hat reis reingeschoben,2.6876712328767125
father,359551,360131,580,Germany,G15,m,20,8,q,mit der hand,2.6876712328767125
mother,360213,369752,9539,Germany,G15,f,20,9,a,mit der hand aber es kam halt überhaupt nichts an...die anderen waren halt schon fertig und rannten da rum,2.6876712328767125
mother,374179,377542,3363,Germany,G15,f,20,10,a,also ich freu mich da echt wenn child in der neuen kita ist,2.6876712328767125
child,333861,334929,1068,Germany,G15,o,21,1,a,???,2.6876712328767125
father,372448,373402,954,Germany,G15,c,22,1,q,darf ich das haben,2.6876712328767125
child,373545,374159,614,Germany,G15,f,22,2,a,hm nein,2.6876712328767125
father,375562,376403,841,Germany,G15,c,22,3,a,du sollst damit,2.6876712328767125
father,377580,383512,5932,Germany,G15,c,22,4,a,essen...oder die nicht benutzen aber nicht damit rumspielen,2.6876712328767125
mother,383209,384766,1557,Germany,G15,c,24,1,q,möchtest du dann auch noch mehr kartoffeln,2.6876712328767125
mother,389936,390345,409,Germany,G15,c,24,2,q,child,2.6876712328767125
father,392845,393607,762,Germany,G15,c,25,1,i,guck mal hier,2.6876712328767125
child,394696,400798,6102,Germany,G15,b,26,1,a,kinder kinder das ??? ist  da,2.6876712328767125
father,402718,403775,1057,Germany,G15,c,26,2,q,was ist da der bus,2.6876712328767125
child,403828,404237,409,Germany,G15,f,26,3,q,hä,2.6876712328767125
father,404494,408244,3750,Germany,G15,c,26,4,q,ist der bus da...oder das boot,2.6876712328767125
child,410777,418925,8148,Germany,G15,f,26,5,a,nein aussteigen hier...platz platz fertig,2.6876712328767125
mother,418880,420402,1522,Germany,G15,c,27,1,q,soll ich dir ein paar erbsen füttern,2.6876712328767125
child,420251,421876,1625,Germany,G15,m,27,2,a,hm nein,2.6876712328767125
mother,421967,424683,2716,Germany,G15,c,27,3,a,komm wir machen diese hier leer und dann mache ich dir da noch ein paar kartoffeln hin,2.6876712328767125
child,430136,431580,1444,Germany,G15,m,27,4,a,???,2.6876712328767125
mother,434155,435036,881,Germany,G15,c,27,5,a,mal gucken,2.6876712328767125
father,435167,438675,3508,Germany,G15,c,27,6,a,child aufkauen und runterschlucken nicht wieder ausspucken,2.6876712328767125
child,438385,438982,597,Germany,G15,b,27,7,a,fort,2.6876712328767125
mother,453896,454840,944,Germany,G15,c,27,8,q,soll ich die erbsen essen,2.6876712328767125
child,456124,456362,238,Germany,G15,m,27,9,a,ich,2.6876712328767125
mother,459407,462055,2648,Germany,G15,c,27,10,q,möchtest möchtest du jetzt noch eine kartoffel,2.6876712328767125
mother,465407,465998,591,Germany,G15,c,27,11,q,ja oder nein,2.6876712328767125
child,466953,467419,466,Germany,G15,m,27,12,a,ja,2.6876712328767125
father,471620,474023,2403,Germany,G15,c,27,13,a,langsam  nicht alles auf einen ???,2.6876712328767125
mother,474617,475321,704,Germany,G15,f,27,14,q,gibst du ihr welche,2.6876712328767125
father,478685,480162,1477,Germany,G15,c,27,15,q,1 kartoffel oder 2,2.6876712328767125
child,481172,481627,455,Germany,G15,f,27,16,a,2,2.6876712328767125
father,482093,482638,545,Germany,G15,c,27,17,q,2,2.6876712328767125
child,484183,487556,3373,Germany,G15,f,27,18,a,ganz viele...ganz viele,2.6876712328767125
father,506154,506802,648,Germany,G15,c,27,19,q,schon leer,2.6876712328767125
mother,491222,493188,1966,Germany,G15,c,28,1,q,heute mittag hast du kartoffeln gegessen ne,2.6876712328767125
mother,508037,509946,1909,Germany,G15,c,29,1,q,fischstäbchen wolltest du da auch noch was,2.6876712328767125
father,509986,515300,5314,Germany,G15,c,29,2,a,willst du noch ein fischstäbchen...hier kannst du vom papa noch 1 haben,2.6876712328767125
child,515363,516408,1045,Germany,G15,f,29,3,a,nein,2.6876712328767125
father,517213,523914,6701,Germany,G15,c,29,4,q,was nein...willst du das nicht,2.6876712328767125
child,523892,524608,716,Germany,G15,f,29,5,a,hm nein,2.6876712328767125
father,524775,526581,1806,Germany,G15,c,29,6,q,willst du gar kein fischstäbchen oder ein neues,2.6876712328767125
child,528863,529609,746,Germany,G15,b,30,1,a,mehr,2.6876712328767125
father,533034,534386,1352,Germany,G15,c,30,2,q,soll ich noch ein bisschen mehr wasser reintun,2.6876712328767125
child,535758,536224,466,Germany,G15,f,30,3,a,nein,2.6876712328767125
mother,541488,543026,1538,Germany,G15,c,30,4,q,das hier was mama hat,2.6876712328767125
child,544062,544659,597,Germany,G15,m,30,5,a,ja,2.6876712328767125
mother,548361,556567,8206,Germany,G15,f,31,1,a,??? wir kaufen mal das haus neben meinen eltern damit da kein anderer reinzieht also,2.6876712328767125
father,556626,571029,14403,Germany,G15,m,31,2,a,wieso ist doch ok als geldanlage...??? 2 fliegen mit einer klappe schlagen außerdem wollen die doch sowieso da auf dauer weg,2.6876712328767125
child,557925,559686,1761,Germany,G15,b,32,1,a,ich brauch ein zebra,2.6876712328767125
mother,560429,561115,686,Germany,G15,c,32,2,q,ein zewa,2.6876712328767125
child,561160,561503,343,Germany,G15,m,32,3,a,ja,2.6876712328767125
mother,571888,573433,1545,Germany,G15,f,32,4,q,ja aber neben die eltern,2.6876712328767125
father,573973,575018,1045,Germany,G15,m,32,5,a,ist doch egal,2.6876712328767125
mother,577456,578741,1285,Germany,G15,f,32,6,q,aber wollen die das wirklich,2.6876712328767125
father,580194,580694,500,Germany,G15,m,33,1,q,was,2.6876712328767125
mother,580970,582015,1045,Germany,G15,f,33,2,q,da wieder hinziehen,2.6876712328767125
father,582717,583598,881,Germany,G15,m,33,3,q,nach dänemark,2.6876712328767125
mother,583606,584144,538,Germany,G15,f,33,4,q,ja,2.6876712328767125
father,584208,592716,8508,Germany,G15,m,33,5,q,na klar das war doch immer die ansage...ich frage mich nur wo die da dann arbeiten wollen,2.6876712328767125
mother,594040,600603,6563,Germany,G15,f,33,6,a,bei xy ist es ja egal die muss dann halt weiter zum flughafen fahren,2.6876712328767125
child,581681,583413,1732,Germany,G15,b,34,1,a,fertig zumachen,2.6876712328767125
child,584977,602378,17401,Germany,G15,o,35,1,a,??? kleine herzen kleine engel herzen...klingellingel ??? linglöckchen ???,2.6876712328767125
child,357088,359463,2375,Germany,G15,b,44,1,a,??? mama ???,2.6876712328767125
silence,11438,11582,144,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,12491,12951,460,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,14712,14734,22,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,16484,16710,226,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,27323,27423,100,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,28082,28144,62,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,32019,32087,68,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,32973,33047,74,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,35183,35337,154,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,35746,35865,119,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,36422,37393,971,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,40518,40549,31,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,44833,48469,3636,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,49810,49861,51,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,51781,52793,1012,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
father_gesture,52996,53700,704,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,53645,54031,386,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,57236,58332,1096,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,59616,60514,898,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,63866,67881,4015,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,69654,69753,99,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,75047,75078,31,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,76407,76493,86,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,81243,81292,49,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,82724,84536,1812,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,86593,88878,2285,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,89821,89844,23,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,91957,94970,3013,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother_gesture,94970,96561,1591,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,96561,96592,31,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,100694,100940,246,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,102235,102629,394,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,104751,105095,344,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,106731,113594,6863,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,117014,120233,3219,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
father_gesture,120233,121995,1762,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,121995,125077,3082,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,126213,126911,698,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,129676,129900,224,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,130957,131053,96,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,138507,138870,363,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,140245,141324,1079,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,143233,143504,271,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,144731,144846,115,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,145857,149203,3346,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
child_gesture,149754,150527,773,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,151465,152313,848,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,153438,153444,6,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
child_gesture,154328,155066,738,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,156569,157231,662,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,162186,162230,44,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,163139,163145,6,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,164202,164973,771,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,165757,167747,1990,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,170610,172361,1751,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,174225,175747,1522,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
child_gesture,176551,178573,2022,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,178679,184072,5393,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
child_gesture,184623,185748,1125,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,186947,189864,2917,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
child_gesture,190179,191554,1375,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,192171,192650,479,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,195320,195825,505,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,202678,206653,3975,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,208846,210604,1758,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,211740,216129,4389,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,219129,222916,3787,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,224325,224605,280,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,225559,235729,10170,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,242866,243299,433,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
father_gesture,243299,244389,1090,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,244409,244509,100,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,248066,248694,628,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother_gesture,248904,249529,625,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,251126,256452,5326,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,259247,259295,48,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,262216,262248,32,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,262726,266790,4064,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,270801,272642,1841,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,273983,274728,745,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,275478,276290,812,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,277631,279201,1570,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,282610,283249,639,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,283726,284502,776,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,286127,286763,636,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,287934,288727,793,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,289681,289730,49,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,290674,291891,1217,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,294448,296257,1809,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,297586,297668,82,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,300747,304182,3435,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,305034,307602,2568,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,315928,318968,3040,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,325795,327102,1307,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,334932,336121,1189,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,337110,338580,1470,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,339285,340369,1084,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,345733,348243,2510,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother_gesture,357925,359413,1488,Germany,G15,NA,NA,NA,NA,iconic,2.6876712328767125
silence,359492,359551,59,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,360131,360213,82,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother_gesture,360640,361299,659,Germany,G15,NA,NA,NA,NA,iconic,2.6876712328767125
silence,369752,372448,2696,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,373402,373545,143,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,374159,374179,20,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,377542,377580,38,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,384766,389936,5170,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,390345,392845,2500,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,393607,394696,1089,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,400798,402718,1920,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,403775,403828,53,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,404237,404494,257,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,408244,410777,2533,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,421876,421967,91,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother_gesture,422777,423777,1000,Germany,G15,NA,NA,NA,NA,point,2.6876712328767125
silence,424683,430136,5453,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,431580,434155,2575,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,435036,435167,131,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,438982,453896,14914,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,454840,456124,1284,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,456362,459407,3045,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,462055,465407,3352,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,465998,466953,955,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,467419,471620,4201,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,474023,474617,594,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,475321,478685,3364,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,480162,481172,1010,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,481627,482093,466,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,482638,484183,1545,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,487556,491222,3666,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,493188,506154,12966,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,506802,508037,1235,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,509946,509986,40,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,515300,515363,63,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,516408,517213,805,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,524608,524775,167,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,526581,528863,2282,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,529609,533034,3425,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,534386,535758,1372,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,536224,541488,5264,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,543026,544062,1036,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,544659,548361,3702,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,556567,556626,59,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,571029,571888,859,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,573433,573973,540,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,575018,577456,2438,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,578741,580194,1453,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,580694,580970,276,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,583598,583606,8,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
silence,584144,584208,64,Germany,G15,NA,NA,NA,NA,NA,2.6876712328767125
mother,1740,2480,740,Germany,G16,b,1,1,a,so,2.5534246575342467
child,1800,2300,500,Germany,G16,b,2,1,a,so,2.5534246575342467
father,2440,3060,620,Germany,G16,m,3,1,a,???,2.5534246575342467
mother,5460,9860,4400,Germany,G16,c,4,1,q,so child guck mal reis in die schüssel geht einfacher ne,2.5534246575342467
child,8780,9300,520,Germany,G16,m,4,2,a,ja,2.5534246575342467
mother,11970,15130,3160,Germany,G16,c,4,3,a,und das ist aber noch ganz heiß musst du kurz warten child,2.5534246575342467
father,15540,16750,1210,Germany,G16,c,4,4,a,child noch warten,2.5534246575342467
mother,15740,16780,1040,Germany,G16,c,4,5,q,willst du noch fleisch haben,2.5534246575342467
child,20710,21790,1080,Germany,G16,m,4,6,a,noch pusten,2.5534246575342467
mother,27740,29760,2020,Germany,G16,f,5,1,q,kamera steht richtig ja,2.5534246575342467
father,30580,32260,1680,Germany,G16,m,5,2,a,??? auf jeden fall,2.5534246575342467
mother,32190,34030,1840,Germany,G16,f,5,3,q,na aber ist auf child gerichtet,2.5534246575342467
father,34130,36380,2250,Germany,G16,m,5,4,a,na ja ???,2.5534246575342467
mother,35030,38650,3620,Germany,G16,c,6,1,q,na dann einen guten appetit oh was haben wir vergessen,2.5534246575342467
father,39150,39760,610,Germany,G16,b,6,2,a,oh,2.5534246575342467
child,39240,39750,510,Germany,G16,b,6,3,a,oh,2.5534246575342467
mother,39720,50830,11110,Germany,G16,c,6,4,q,oh was haben wir vergessen ich bin die raupe nimmersatt die die immer hunger hat und wenn sie was zu essen kriegt wünscht sie,2.5534246575342467
child,51560,53240,1680,Germany,G16,m,6,5,a,guten appetit,2.5534246575342467
mother,53290,54300,1010,Germany,G16,b,6,6,i,haut rein,2.5534246575342467
child,57370,58300,930,Germany,G16,b,6,7,a,mahlzeit,2.5534246575342467
mother,58940,60500,1560,Germany,G16,b,6,8,i,lasst es euch schmecken,2.5534246575342467
child,61000,64550,3550,Germany,G16,b,6,9,a,hm...hm,2.5534246575342467
mother,65070,66000,930,Germany,G16,b,7,1,a,hm so,2.5534246575342467
child,66030,68510,2480,Germany,G16,m,8,1,a,??? mami ??? nicht heiß,2.5534246575342467
mother,68150,69960,1810,Germany,G16,c,8,2,a,ist nicht mehr heiß na ist doch gut,2.5534246575342467
child,70060,71090,1030,Germany,G16,f,9,1,a,hm,2.5534246575342467
mother,77440,81190,3750,Germany,G16,b,10,1,a,so...dann mal einen guten appetit,2.5534246575342467
child,82710,83260,550,Germany,G16,f,11,1,a,???,2.5534246575342467
mother,87210,89520,2310,Germany,G16,c,12,1,i,erzähl papa mal was du mit xy gespielt hast,2.5534246575342467
father,90130,90870,740,Germany,G16,c,12,2,q,was habt ihr gespielt,2.5534246575342467
mother,92640,93310,670,Germany,G16,c,12,3,q,hm,2.5534246575342467
child,94340,95320,980,Germany,G16,b,12,4,a,hm,2.5534246575342467
mother,95410,104700,9290,Germany,G16,c,12,5,a,mit autos ganz viel...und was hast du gemacht du hast den xy ins auge gefassst ne...das macht man nicht,2.5534246575342467
child,104750,105620,870,Germany,G16,m,12,6,a,hm,2.5534246575342467
mother,106330,112800,6470,Germany,G16,c,12,7,q,ja da war der ganz traurig das hat dem weh getan ne hast du das extra gemacht oder aus versehen,2.5534246575342467
