speaker,start,stop,duration,country,family,recipient,theme,round,speech_act,utterance,age
mother,2400,3140,740,Argentina,A01,c,1,1,a,mamá,2.1013698630136988
mother,6750,8070,1320,Argentina,A01,c,3,1,a,hm,2.1013698630136988
child,9070,9980,910,Argentina,A01,b,3,2,a,hm,2.1013698630136988
mother,12830,14710,1880,Argentina,A01,c,3,3,a,hm,2.1013698630136988
father,15760,16330,570,Argentina,A01,c,3,4,q,hm,2.1013698630136988
mother,16120,17020,900,Argentina,A01,c,3,5,q,y le gusta a child,2.1013698630136988
father,22170,22770,600,Argentina,A01,m,4,1,q,color,2.1013698630136988
mother,22860,29480,6620,Argentina,A01,c,5,1,a,hoy fue una princesa al jardín...en tu salita o no fue en tu salita no me fijé bien en la foto,2.1013698630136988
father,25020,25670,650,Argentina,A01,m,5,2,q,quién ???,2.1013698630136988
father,30030,30780,750,Argentina,A01,m,5,3,q,era el cumpleaños,2.1013698630136988
mother,32520,37535,5015,Argentina,A01,f,5,4,a,parece que sí de una nena pero no del grupo de él porque me fijé en el cuaderno,2.1013698630136988
mother,40880,44030,3150,Argentina,A01,f,5,5,a,que hace rato mandaron una lista con el nombre de,2.1013698630136988
mother,46670,47790,1120,Argentina,A01,f,5,6,a,de cada equipo,2.1013698630136988
father,46810,48480,1670,Argentina,A01,m,5,7,a,de todos...hm,2.1013698630136988
mother,48370,49660,1290,Argentina,A01,f,5,8,a,con la fecha de cumpleaños,2.1013698630136988
child,52420,55620,3200,Argentina,A01,f,6,1,a,papá...papá,2.1013698630136988
child,60490,61270,780,Argentina,A01,f,6,2,a,papá,2.1013698630136988
father,61360,62840,1480,Argentina,A01,c,6,3,a,sí esto toma sólo papá,2.1013698630136988
father,64790,69190,4400,Argentina,A01,m,6,4,a,"a mamá le vamos a convidar un traguito para que pruebe...es rubia pero tiene 8,5 ojo",2.1013698630136988
mother,69230,70830,1600,Argentina,A01,f,6,5,a,epa tiene un montón,2.1013698630136988
father,71060,71750,690,Argentina,A01,m,6,6,a,eh,2.1013698630136988
mother,74090,75460,1370,Argentina,A01,f,6,7,q,cuál tiene esa graduación,2.1013698630136988
father,76190,78590,2400,Argentina,A01,m,6,8,a,ninguna tomá quéres probar es riquísima,2.1013698630136988
mother,78650,80540,1890,Argentina,A01,f,6,9,a,no pará ??? tomar esa cosa,2.1013698630136988
father,83400,92960,9560,Argentina,A01,m,6,10,a,claro la quilmes night te acordás que habían sacado una edición...quilmes night quilmes de noche era azul oscura bien azul la botella,2.1013698630136988
mother,94930,95910,980,Argentina,A01,f,6,11,a,no no me acuerdo,2.1013698630136988
father,96660,99580,2920,Argentina,A01,m,6,12,a,fuerte...estaba buena esa,2.1013698630136988
mother,104770,108070,3300,Argentina,A01,c,7,1,i,qué pasó...despacito mastica bien,2.1013698630136988
father,111450,112390,940,Argentina,A01,c,7,2,q,mucha carne,2.1013698630136988
child,112700,113660,960,Argentina,A01,m,7,3,a,mamá,2.1013698630136988
mother,114940,116100,1160,Argentina,A01,c,7,4,q,no querés más,2.1013698630136988
child,117200,117970,770,Argentina,A01,m,7,5,a,papa,2.1013698630136988
mother,118600,119510,910,Argentina,A01,c,7,6,q,papa querés,2.1013698630136988
child,119630,120430,800,Argentina,A01,m,7,7,a,papa,2.1013698630136988
mother,120140,121190,1050,Argentina,A01,c,7,8,a,te lo corté muy grande no,2.1013698630136988
father,122940,124560,1620,Argentina,A01,m,7,9,a,??? se mete 2 o 3 pedazos,2.1013698630136988
child,125480,126390,910,Argentina,A01,m,7,10,a,hm hm,2.1013698630136988
child,130420,131350,930,Argentina,A01,m,7,11,a,hm,2.1013698630136988
mother,131450,132510,1060,Argentina,A01,c,7,12,a,muy bien amor,2.1013698630136988
mother,138920,140340,1420,Argentina,A01,f,8,1,a,lo suelto al xy,2.1013698630136988
father,141080,142120,1040,Argentina,A01,m,8,2,a,mucho no quedan,2.1013698630136988
mother,149480,157020,7540,Argentina,A01,f,8,3,a,pasa que está lloviendo no lo puedo dejar en el patio a parte con este frío me dijo que el frío lo tiene que evitar por eso el perro saco poco también que salga mee y vuelva,2.1013698630136988
father,163040,163880,840,Argentina,A01,m,8,4,a,??? sí,2.1013698630136988
child,166490,167480,990,Argentina,A01,f,8,5,q,???,2.1013698630136988
mother,169250,173850,4600,Argentina,A01,c,8,6,a,sí xy está en el cuarto de mamá porque si no viene quiere sacar la comidita a vos,2.1013698630136988
father,175440,176500,1060,Argentina,A01,c,8,7,a,o robar a papá,2.1013698630136988
father,192470,196000,3530,Argentina,A01,m,10,1,a,viste que buena está esta batata esa...es re dulce,2.1013698630136988
mother,197640,199140,1500,Argentina,A01,f,10,2,a,me cagaste ??? ahora,2.1013698630136988
father,199400,207620,8220,Argentina,A01,m,10,3,a,y cortada así en grande sí porque...no se cocina casi nada...está buena ??? me encanta,2.1013698630136988
mother,207770,209300,1530,Argentina,A01,f,10,4,a,la batata parece calabaza,2.1013698630136988
father,209190,212310,3120,Argentina,A01,m,10,5,a,hm...??? que es entre la batata y la calabaza,2.1013698630136988
father,218110,219370,1260,Argentina,A01,c,11,1,q,y a child le gustó,2.1013698630136988
child,221250,222210,960,Argentina,A01,f,11,2,a,???,2.1013698630136988
father,222580,223710,1130,Argentina,A01,c,11,3,a,no no no no,2.1013698630136988
mother,222990,224060,1070,Argentina,A01,c,11,4,a,no no no,2.1013698630136988
father,225140,227000,1860,Argentina,A01,c,11,5,a,no no no no,2.1013698630136988
mother,225400,231360,5960,Argentina,A01,c,11,6,a,no no no child arriba de la mesa no eso sabés que no se hace no hace falte que te lo tenga que repetir de nuevo no,2.1013698630136988
father,229330,230940,1610,Argentina,A01,c,11,7,i,no no sentáte bien,2.1013698630136988
mother,232010,243650,11640,Argentina,A01,c,11,8,a,lo estás haciendo ya de broma...yo te pongo en la sillita de bebés atado...atado...pero ya estás grande para es para eso....por eso es para bebés,2.1013698630136988
father,241870,244150,2280,Argentina,A01,c,11,9,a,dale...ahora tenés que comer,2.1013698630136988
child,254160,255150,990,Argentina,A01,f,11,10,a,???,2.1013698630136988
mother,255530,257240,1710,Argentina,A01,f,12,1,q,está bueno pero tiene mucha grasa no,2.1013698630136988
father,255600,258860,3260,Argentina,A01,m,12,2,a,está bueno...no me gusto la morcilla,2.1013698630136988
mother,258590,261340,2750,Argentina,A01,f,12,3,a,no está muy fea...tiene como mucha grasa,2.1013698630136988
father,261220,262430,1210,Argentina,A01,m,12,4,a,hm ???,2.1013698630136988
father,264910,267470,2560,Argentina,A01,m,12,5,a,??? de sangre ???,2.1013698630136988
father,270570,271520,950,Argentina,A01,m,12,6,a,no me gustó,2.1013698630136988
mother,274510,279550,5040,Argentina,A01,f,12,7,a,fea ??? yo no ??? me agarro un bocado ???,2.1013698630136988
father,278910,281970,3060,Argentina,A01,m,12,8,a,no no no ya me pasó lo mismo esto...???,2.1013698630136988
father,287470,290650,3180,Argentina,A01,m,12,9,a,eso se lo se lo mezclas con arroz se vuelve loco ???,2.1013698630136988
child,276600,278670,2070,Argentina,A01,b,13,1,a,???,2.1013698630136988
father,296220,297530,1310,Argentina,A01,c,14,1,a,te vas a lastimar he,2.1013698630136988
mother,298420,299700,1280,Argentina,A01,c,15,1,q,no querés comer más,2.1013698630136988
child,300120,300900,780,Argentina,A01,m,15,2,a,no,2.1013698630136988
child,303200,304120,920,Argentina,A01,b,15,3,a,más,2.1013698630136988
mother,303700,305310,1610,Argentina,A01,c,15,4,a,cuidado que se te va a caer,2.1013698630136988
child,305520,312570,7050,Argentina,A01,f,15,5,i,más...tomá...tomá...tomá...???,2.1013698630136988
father,312350,316070,3720,Argentina,A01,c,15,6,a,???...??? dame ??? lo dejo acá,2.1013698630136988
child,317830,318370,540,Argentina,A01,f,15,7,a,no,2.1013698630136988
mother,318970,320220,1250,Argentina,A01,c,15,8,q,querés el postre,2.1013698630136988
father,325540,328580,3040,Argentina,A01,c,15,9,i,salí de acá salí de acá ??? que te vas a quemar dale salí de acá,2.1013698630136988
mother,327880,329980,2100,Argentina,A01,f,15,10,a,comió un pedazo de carne y 2 papas,2.1013698630136988
child,328150,328900,750,Argentina,A01,f,15,11,a,???,2.1013698630136988
mother,330940,332720,1780,Argentina,A01,c,15,12,q,child querés el postre,2.1013698630136988
child,331420,332380,960,Argentina,A01,f,15,13,a,???,2.1013698630136988
father,335980,336800,820,Argentina,A01,c,15,14,q,chorizos,2.1013698630136988
child,336030,336710,680,Argentina,A01,f,15,15,a,???,2.1013698630136988
mother,342320,343240,920,Argentina,A01,c,15,16,q,querés este,2.1013698630136988
child,343260,344230,970,Argentina,A01,m,15,17,a,???,2.1013698630136988
mother,344150,351850,7700,Argentina,A01,c,15,18,i,dale ya lo habías abierto te lo dí allá te comiste 2 cucharaditas y lo dejaste ??? llevalo así si querés tomá,2.1013698630136988
mother,353670,355420,1750,Argentina,A01,c,15,19,i,sí sí traé tu sillita,2.1013698630136988
mother,337780,339260,1480,Argentina,A01,f,16,1,a,??? horno,2.1013698630136988
child,353370,354350,980,Argentina,A01,b,17,1,a,escapó,2.1013698630136988
child,356030,358430,2400,Argentina,A01,f,17,2,a,escapó escapó,2.1013698630136988
father,358350,359050,700,Argentina,A01,c,17,3,q,sí,2.1013698630136988
child,359280,360400,1120,Argentina,A01,f,17,4,a,escapó,2.1013698630136988
father,360440,361550,1110,Argentina,A01,c,17,5,a,si se escapó,2.1013698630136988
child,362520,363410,890,Argentina,A01,b,17,6,a,???,2.1013698630136988
child,364960,366930,1970,Argentina,A01,m,18,1,a,ese ese,2.1013698630136988
mother,367340,369030,1690,Argentina,A01,c,18,2,a,una cuchara te trajo mamá,2.1013698630136988
child,369470,373210,3740,Argentina,A01,m,18,3,a,esta no este child,2.1013698630136988
mother,371870,375500,3630,Argentina,A01,c,18,4,q,hm sí...y la silla te la traigo,2.1013698630136988
child,377930,378590,660,Argentina,A01,m,18,5,a,ese,2.1013698630136988
mother,378890,382110,3220,Argentina,A01,c,18,6,a,no está acá la tengo yo la otra mi amor la que dejaste en la cocina,2.1013698630136988
child,380660,383690,3030,Argentina,A01,m,18,7,a,???,2.1013698630136988
mother,383450,385450,2000,Argentina,A01,c,18,8,i,comé yogurt...andá,2.1013698630136988
father,386580,388560,1980,Argentina,A01,c,18,9,i,??? vení vení child,2.1013698630136988
child,391680,392340,660,Argentina,A01,m,18,10,a,child,2.1013698630136988
father,392360,393000,640,Argentina,A01,c,18,11,i,tomá,2.1013698630136988
child,393070,393980,910,Argentina,A01,m,18,12,a,child,2.1013698630136988
father,397940,399040,1100,Argentina,A01,c,18,13,a,ay se va a caer,2.1013698630136988
child,402250,403790,1540,Argentina,A01,f,18,14,a,no,2.1013698630136988
child,425350,428230,2880,Argentina,A01,m,19,1,a,???,2.1013698630136988
mother,434850,435630,780,Argentina,A01,c,19,2,a,no child,2.1013698630136988
father,435490,437680,2190,Argentina,A01,c,19,3,a,no no no no no...ey,2.1013698630136988
mother,437860,438750,890,Argentina,A01,c,19,4,q,querés que te lo dé yo,2.1013698630136988
child,440500,443070,2570,Argentina,A01,m,19,5,a,no,2.1013698630136988
mother,442010,443590,1580,Argentina,A01,c,19,6,a,sí lo tiraste vos mi amor,2.1013698630136988
child,446830,447680,850,Argentina,A01,m,19,7,a,papá,2.1013698630136988
child,472130,473180,1050,Argentina,A01,m,20,1,a,mamá,2.1013698630136988
father,474010,474930,920,Argentina,A01,m,21,1,a,???,2.1013698630136988
child,477250,478170,920,Argentina,A01,b,22,1,a,???,2.1013698630136988
mother,481210,489570,8360,Argentina,A01,f,22,2,a,no no pasame ??? vení no no...le decís algo vos porque ??? cosita ???,2.1013698630136988
father,486700,491410,4710,Argentina,A01,c,22,3,i,child dale dame dame...dame...dame,2.1013698630136988
child,488720,489240,520,Argentina,A01,f,22,4,a,eh,2.1013698630136988
child,491460,491940,480,Argentina,A01,f,22,5,a,eh,2.1013698630136988
father,492110,496310,4200,Argentina,A01,c,22,6,a,no dale no bueno listo ya está basta ya está,2.1013698630136988
child,493770,494670,900,Argentina,A01,f,22,7,a,sal,2.1013698630136988
father,497410,501870,4460,Argentina,A01,m,22,8,i,igual le echó poquito me parece eh...??? quedó mas rica que antes probá,2.1013698630136988
father,503720,504750,1030,Argentina,A01,c,22,9,a,muy bien gracias,2.1013698630136988
mother,507740,509460,1720,Argentina,A01,f,22,10,a,no ya está ahora le quiere echar de vuelta,2.1013698630136988
father,510910,511630,720,Argentina,A01,c,22,11,i,tomá,2.1013698630136988
child,513100,514000,900,Argentina,A01,f,22,12,a,???,2.1013698630136988
child,516710,519650,2940,Argentina,A01,b,22,13,a,no ??? no,2.1013698630136988
father,575540,577360,1820,Argentina,A01,m,23,1,a,abrile si querés que sé yo qué decirte,2.1013698630136988
mother,577580,578770,1190,Argentina,A01,f,23,2,a,sí ahora le voy a abrir,2.1013698630136988
father,582900,588020,5120,Argentina,A01,c,24,1,q,no no no soltá no child,2.1013698630136988
child,588700,589510,810,Argentina,A01,f,24,2,q,mamá,2.1013698630136988
father,589530,590130,600,Argentina,A01,c,24,3,a,no,2.1013698630136988
child,590340,591220,880,Argentina,A01,f,24,4,a,???,2.1013698630136988
father,591200,591710,510,Argentina,A01,c,24,5,a,no,2.1013698630136988
child,592790,595400,2610,Argentina,A01,f,25,1,a,??? ???,2.1013698630136988
father,595420,596550,1130,Argentina,A01,c,26,1,i,vení que te limpio la trompa,2.1013698630136988
father,522370,524900,2530,Argentina,A01,m,30,1,i,hm...tomá,2.1013698630136988
mother,527230,528500,1270,Argentina,A01,f,30,2,a,para que juegue no,2.1013698630136988
child,536080,537000,920,Argentina,A01,m,30,3,a,???,2.1013698630136988
father,538320,540930,2610,Argentina,A01,c,30,4,i,despacito agarrá el platito...traelo traelo,2.1013698630136988
mother,539420,540190,770,Argentina,A01,c,30,5,q,qué querés,2.1013698630136988
child,546190,546850,660,Argentina,A01,m,30,6,a,acá,2.1013698630136988
mother,546890,547970,1080,Argentina,A01,c,30,7,a,no ahí no,2.1013698630136988
father,546910,547480,570,Argentina,A01,c,30,8,a,no,2.1013698630136988
child,549060,550160,1100,Argentina,A01,b,30,9,a,no no,2.1013698630136988
mother,550240,551350,1110,Argentina,A01,c,30,10,i,no child dale,2.1013698630136988
child,551590,552660,1070,Argentina,A01,m,30,11,a,???,2.1013698630136988
father,551980,552970,990,Argentina,A01,c,30,12,a,lo voy a cambiar,2.1013698630136988
mother,553920,558130,4210,Argentina,A01,c,30,13,a,si no querés comer más no comas más nada ni postre ni ni comida nada,2.1013698630136988
mother,561410,563360,1950,Argentina,A01,c,30,14,i,pero no jueges así con la comida child,2.1013698630136988
silence,1430,2400,970,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,3140,6750,3610,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,8070,9070,1000,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,9980,12830,2850,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,14710,15760,1050,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,17020,22170,5150,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,22770,22860,90,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,29480,30030,550,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,30780,32520,1740,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,35350,36670,1320,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
silence,37535,40880,3345,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,40385,43178,2793,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
silence,44030,46670,2640,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,47227,49988,2761,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
silence,49660,52420,2760,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
child_gesture,51622,53751,2129,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,55620,60490,4870,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
child_gesture,59980,61600,1620,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,61270,61360,90,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,62840,64790,1950,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,69190,69230,40,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,70830,71060,230,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,71750,74090,2340,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,74293,75878,1585,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,75460,76190,730,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,78590,78650,60,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,80540,83400,2860,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,90116,91496,1380,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
father_gesture,91630,93596,1966,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
silence,92960,94930,1970,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,95910,96660,750,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,96114,97913,1799,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
silence,99580,104770,5190,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,108070,111450,3380,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
child_gesture,111161,113772,2611,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,112390,112700,310,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,113660,114940,1280,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,116100,117200,1100,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,117970,118600,630,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,119510,119630,120,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,121190,122940,1750,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,123101,124781,1680,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,124560,125480,920,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,126390,130420,4030,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,131350,131450,100,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,132510,138920,6410,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,140340,141080,740,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,142120,149480,7360,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,157020,163040,6020,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,163880,166490,2610,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,167480,169250,1770,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,169832,171391,1559,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,173850,175440,1590,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,176500,192470,15970,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,193230,195402,2172,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,196000,197640,1640,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,199140,199400,260,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,199767,201147,1380,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
father_gesture,205720,207704,1984,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,207620,207770,150,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,209807,211428,1621,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,212310,218110,5800,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,219370,221250,1880,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,222210,222580,370,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,224060,225140,1080,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,231360,232010,650,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,234282,236113,1831,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
mother_gesture,236930,238730,1800,Argentina,A01,NA,NA,NA,NA,iconic,2.1013698630136988
father_gesture,242395,243955,1560,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,244150,254160,10010,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
father_gesture,254666,257006,2340,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,255150,255530,380,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,262430,264910,2480,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,267470,270570,3100,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,271520,274510,2990,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,281970,287470,5500,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,290650,296220,5570,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,297530,298420,890,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,299700,300120,420,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,300900,303200,2300,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,305310,305520,210,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,316070,317830,1760,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,318370,318970,600,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,320220,325540,5320,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,329980,330940,960,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,332720,335980,3260,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,336800,337780,980,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,339260,342320,3060,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,343240,343260,20,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,351850,353370,1520,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,355420,356030,610,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,359050,359280,230,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,360400,360440,40,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,361550,362520,970,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,363410,364960,1550,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,366930,367340,410,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,369030,369470,440,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,375500,377930,2430,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,378590,378890,300,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,385450,386580,1130,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,388560,391680,3120,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,392340,392360,20,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,393000,393070,70,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,393980,397940,3960,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,399040,402250,3210,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,403790,425350,21560,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,428230,434850,6620,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,437680,437860,180,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,438750,440500,1750,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,443590,446830,3240,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,447680,472130,24450,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,473180,474010,830,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,474930,477250,2320,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,478170,481210,3040,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother_gesture,485319,487270,1951,Argentina,A01,NA,NA,NA,NA,point,2.1013698630136988
silence,491410,491460,50,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,491940,492110,170,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,496310,497410,1100,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,501870,503720,1850,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,504750,507740,2990,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,509460,510910,1450,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,511630,513100,1470,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,514000,516710,2710,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,519650,522370,2720,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,524900,527230,2330,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,528500,536080,7580,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,537000,538320,1320,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,540930,546190,5260,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,546850,546890,40,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,547970,549060,1090,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,550160,550240,80,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,551350,551590,240,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,552970,553920,950,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,558130,561410,3280,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,563360,575540,12180,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,577360,577580,220,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,578770,582900,4130,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,588020,588700,680,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,589510,589530,20,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,590130,590340,210,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,591710,592790,1080,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
silence,595400,595420,20,Argentina,A01,NA,NA,NA,NA,NA,2.1013698630136988
mother,3300,5380,2080,Argentina,A02,f,1,1,q,ok bueno y cómo está su oreja,2.1452054794520548
father,5740,8630,2890,Argentina,A02,m,1,2,a,bien me dijo que no la vió..como,2.1452054794520548
mother,8300,9330,1030,Argentina,A02,f,1,3,q,con otitis,2.1452054794520548
father,9630,24870,15240,Argentina,A02,m,1,4,a,no como...que no estaba segura de si tuvo otitis...pero igual estaba bien lo del antibiótico...como en este momento como esta con principio de invierno pero que no le podemos volver a dar como en un mes si se enferma,2.1452054794520548
mother,13600,14290,690,Argentina,A02,f,1,5,a,ui,2.1452054794520548
mother,17580,18140,560,Argentina,A02,f,1,6,a,ok,2.1452054794520548
mother,25300,27200,1900,Argentina,A02,f,1,7,a,uh...ok,2.1452054794520548
